text,label
dont hammer this film for trying to get inside the head of mark david chapman before he shot john lennon outside the rock legends new york apartment on december th hammer it instead for failing to do so with any depth or insight,0
so hammy and overwrought that its actually hysterically entertaining,1
easily one of the years best filmsboth funny and sad charming and poignantan intoxicating treat,1
a funny sprawling romantic comedy that attempts to say something significant about relationships occasionally it has the ring of truth,1
kingsley proceeds through his scenes on autopilot and burns is the kind of actor you cast as the hero when a piece of wood is unavailable,0
a repeat viewing of an older romantic comedy would make for a better night in,0
while the films subject and historical aspect fascinated me in the end i had more questions than answers,0
it looks much more like a cartoon in the end than the simpsons ever has,0
even as the stakes are raised in secretarys sexual give and take the movie retains its detached private mood,0
a sober grim and powerful war story,1
yes its formulaic but thrillingly so yes its more accessible than arty but its still a handcrafted film,1
megamind is not exactly novel as a narrative but it feels bright and fresh nonetheless,1
moon is a small film but it effectively and credibly captures the beauty melancholy and eeriness of space while telling a surprisingly human story,1
